רשות מקומית,ישוב,מספר זיהוי,סוג מתקן,שם המתקן,שכונה-רובע,רחוב,מספר בית,ציר X,ציר Y,מספר המבנים,בעלי המתקן,גוף מפעיל המתקן,טלפון איש קשר,דואל איש קשר,מספר מושבים,פנוי לפעילות,גידור קיים,תאורה קיימת,נגישות לנכים,חניה לרכבים,מצב המתקן,מתקן תקני לתחרויות,שימוש לתחרויות רשמיות,שנת הקמה,משרת בית ספר
תל אביב-יפו,,201F1102857,מגרש כדורגל – 45X90 מ',"הפועל ת""א - מגרש כדורגל 90X60",וולפסון,יגאל ידין,,177900,660560,1,,הפועל תל-אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,
תל אביב-יפו,,201F1102851,מגרש כדורגל – 45X90 מ',"הפועל ת""א - מגרש כדורגל 90X55",וולפסון,יגאל ידין,,177900,660560,1,,הפועל תל-אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,,
תל אביב-יפו,,201G1101773,אולם ספורט קטן – 20x10 מ',"ביה""ס מודיעים",,יגאל אלון,31,180460,662630,,תל אביב-יפו,עיריית תל אביב,5373668,,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1962,בית ספר מודיעים
תל אביב-יפו,,201A1102025,מכון לכושר גופני,בית קליפורניה,,יגאל אלון,,180480,663350,,,פרטי,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201A1102793,מכון לכושר גופני,היכל נוקיה,,יגאל אלון,51,180440,663170,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201A1107229,מכון לכושר גופני,נדם - כושר וספורט,,יגאל אלון,55,180500,663350,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201G3101817,אולם ספורט בינוני – 32x19 מ',"ביה""ס עירוני ט'",,טשרנה,7,181540,662790,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,400,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1980,בית ספר עירוני ט'
תל אביב-יפו,,201F2106902,מגרש כדורגל - לא תקני,מתחם גולטיים - מגרש ( 35X 17 ),יד אליהו,טשרנא 7,,181610,662810,1,,גולטיים,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,150,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201F2106901,מגרש כדורגל - לא תקני,מתחם גולטיים - מגרש ( 35X 17 ),יד אליהו,טשרנא 7,,181610,662810,1,,גולטיים,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201F2106903,מגרש כדורגל - לא תקני,מתחם גולטיים - מגרש ( 35X 17 ),יד אליהו,טשרנא 7,,181610,662810,1,,גולטיים,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201F2106904,מגרש כדורגל - לא תקני,מתחם גולטיים - מגרש ( 35X 17 ),יד אליהו,טשרנא 7,,181610,662810,1,,גולטיים,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201F2106905,מגרש כדורגל - לא תקני,מתחם גולטיים - מגרש ( 35X 17 ),יד אליהו,טשרנא 7,,181610,662810,1,,גולטיים,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201F2106906,מגרש כדורגל - לא תקני,מתחם גולטיים - מגרש ( 35X 17 ),יד אליהו,טשרנא 7,,181610,662810,1,,גולטיים,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201F2106907,מגרש כדורגל - לא תקני,מתחם גולטיים - מגרש ( 35X 17 ),יד אליהו,טשרנא 7,,181610,662810,1,,גולטיים,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201R1104059,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 26x15 ביה""ס עירוני ט'",,טשרנא,7,181530,662770,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר עירוני ט'
תל אביב-יפו,,201R1104071,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 26x15 ביה""ס עירוני ט'",,טשרנא,7,181530,662770,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר עירוני ט'
תל אביב-יפו,,201R1104095,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 27X15 ביה""ס עירוני ט'",,טשרנא,7,181530,662770,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר עירוני ט'
תל אביב-יפו,,201P3106413,בריכת שחיה במידות אחרות,מלון מטרופוליטן,,טרומפלדור,11,178210,664780,,,פרטי,05192727,reserve@hotelmetropolitan.co.il,,כניסה בתשלום במקום,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201G2101732,אולם ספורט קטן – 15x24 מ',"ביה""ס בבלי",,טולדנו,6,180960,666980,,תל אביב-יפו,עיריית תל אביב,6042267,,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2015,בית ספר בבלי
תל אביב-יפו,,201R1105713,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש קט רגל גדול - מרכז קהילתי צ'רנר 31X25,,חסידי האומות,23,177320,661140,,,עיריית תל אביב,03-7253846,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,צרנר
תל אביב-יפו,,201A1106783,מכון לכושר גופני,מרכז קהילתי צ'רנר,,חסידי האומות,23,177320,661140,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201G4101211,אולם ספורט גדול - 45X24 מ',"אוניברסיטת ת""א",,חיים לבנון,,181510,669070,,תל אביב-יפו,מוסדות ציבור,,,"1,000",בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",מתקיימות במתקן תחרויות רשמיות,1985,
תל אביב-יפו,,201G1106784,אולם ספורט קטן – 20x10 מ',מרכז קהילתי רמת אביב,,חיים לבנון,37,181380,668430,,תל אביב-יפו,עיריית תל אביב,6418782,ramata-r@bezeqint.net,120,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1975,
תל אביב-יפו,,201R1106785,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מרכז קהילתי רמת אביב 28X17,,חיים לבנון,37,181400,668420,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,מ.ק. רמת אביב
תל אביב-יפו,,201P2101213,בריכת שחיה - 20X50 מ',"אוניברסיטת ת""א - 1 אולימפית",,חיים לבנון,64,181550,669190,,,מוסדות ציבור,074710020,,,כניסה בתשלום במקום,כן,כן,כן,כן,תקין ופעיל,"מתקן תקני לפי דרישות האיגוד, כולל שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201P1102115,בריכת שחיה - 25X12.5 מ',בריכה לימודית - 1 מקורה,,חיים לבנון,7,180860,667890,,,עיריית תל אביב,06412325,moyal_sh@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,"כל בתיה""ס בעיר - לימודי שחיה"
תל אביב-יפו,,201A1101212,מכון לכושר גופני,"אוניברסיטת ת""א",,חיים לבנון,9,181520,669160,,,מוסדות ציבור,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,לא רלוונטי,,
תל אביב-יפו,,201G1101808,אולם ספורט קטן – 20x10 מ',"ביה""ס עירוני ז",,חידושי הרים,10,176970,661290,,תל אביב-יפו,עיריית תל אביב,5185252,,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2006,בית ספר עירוני ז
תל אביב-יפו,,201B2104123,מגרש ספורט משולב – 43X32 מ',"מגרש כדור סל וקט רגל ביה""ס עירוני ז",רובע 7,חידושי הרים,10,177040,661230,,,עיריית תל אביב,035185252,dbenz@zahav.net.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר עירוני ז
תל אביב-יפו,,201A1101660,מכון לכושר גופני,"בי""ס עירוני ז'",,"חידושי הרי""ם",10,176960,661250,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201P2102154,בריכת שחיה - 20X50 מ',בריכת גורדון,חוף גורדון,אליעזר פרי,14,178320,665930,,,עיריית תל אביב,037623300,info@gordon-pool.co.il,,כניסה בתשלום במקום,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201R1104083,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 27X16 ביה""ס יסודי תורה ב",,חדרה,2,180060,665870,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר יסודי תורה ב
תל אביב-יפו,,201G3106781,אולם ספורט בינוני – 32x19 מ',מרכז קהילתי נווה עופר,,זלמן שזר,12,178200,660750,,תל אביב-יפו,עיריית תל אביב,6824293,,120,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1975,
תל אביב-יפו,,201R1104558,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש כדורסל וקט רגל 27X14 מרכז קהילתי נווה עופר,,זלמן שזר,12,178190,660740,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,נוה עופר
תל אביב-יפו,,201R1105699,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש קט רגל 23X16 מרכז קהילתי נווה עופר,,זלמן שזר,12,178190,660740,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,ספורטק צפון
תל אביב-יפו,,201R1105701,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),מגרש קט רגל 23X16 מרכז קהילתי נווה עופר,,זלמן שזר,12,178190,660740,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,ספורטק צפון
תל אביב-יפו,,201R1104078,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 27X15ביה""ס גמנסיה הרצליה",,ז'בוטינסקי,106,179870,666070,2,,עיריית תל אביב,03-7253839,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר גימנסיה הרצליה
תל אביב-יפו,,201R1104082,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 27X17ביה""ס גמנסיה הרצליה",,ז'בוטינסקי,106,179870,666070,,,עיריית תל אביב,03-7253838,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר גימנסיה הרצליה
תל אביב-יפו,,201B2104113,מגרש ספורט משולב – 43X32 מ',"מגרש כדור סל וקט רגל ביה""ס גמנסיה הרצליה",,ז'בוטינסקי,106,179870,666070,,,עיריית תל אביב,03694002,deganizeev@gymnasia.co.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר גימנסיה הרצליה
תל אביב-יפו,,201R1104081,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 27X14ביה""ס עירוני ד (סניף)",,ועידת קטוביץ,47,180510,667020,,,עיריית תל אביב,03-7253829,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,לא,לא,כן,לא,,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201G2101812,אולם ספורט קטן – 15x24 מ',"ביה""ס עירוני ד",,ויצמן,74,180420,666710,2,תל אביב-יפו,עיריית תל אביב,6053665,,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2018,בית ספר עירוני ד
תל אביב-יפו,,201B2104117,מגרש ספורט משולב – 43X32 מ',"מגרש כדור סל וקט רגל ביה""ס עירוני ד",,ויצמן,74,180425,666750,,,עיריית תל אביב,03605366,Irony.d.ta@gmail.com,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר עירוני ד
תל אביב-יפו,,201A1102507,מכון לכושר גופני,גואקטיב,,ויצמן,,180390,665410,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201B2102576,מגרש ספורט משולב – 43X32 מ',גן גבעת הפרחים,,וינשל,9,183530,669440,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201A2106293,מתקן פתוח לכושר גופני,מיתקני ספורט בגנים ובחופים,פארק גלית,וינגייט 2,,180220,663120,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,מבוקר ועד לילה,לא,כן,כן,כן,תקין ופעיל,,,,
תל אביב-יפו,,201B2102573,מגרש ספורט משולב – 43X32 מ',גן הבריכות,,וילנסקי,3,184050,670620,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201A1101659,מכון לכושר גופני,"בי""ס עירוני ד'",,וייצמן,75,180420,666690,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201A1107560,מכון לכושר גופני,פאלאס,,וויצמן,14,180290,665420,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201G1101810,אולם ספורט קטן – 20x10 מ',"ביה""ס עירוני ח'",,התשעים ושלוש,,180150,662680,,תל אביב-יפו,עיריית תל אביב,5379475,,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2005,בית ספר עירוני ח
תל אביב-יפו,,201B2102609,מגרש ספורט משולב – 43X32 מ',"גן כרונינגן, יפו",,התחיה,10,177730,662030,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201R1104108,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 30X16 ביה""ס לטבע",,הרצל,155,178400,661760,2,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר לטבע
תל אביב-יפו,,201S1106260,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,מיתחמי כדורעף חופים,חוף גאולה,הרברט סמואל,,177860,664460,1,תל אביב-יפו,עיריית תל אביב,037240342,,,פתוח ללא הגבלה,לא,לא,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201S1106261,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,מיתחמי כדורעף חופים,חוף פרישמן,הרברט סמואל,,178130,665260,2,תל אביב-יפו,עיריית תל אביב,037240342,,,פתוח ללא הגבלה,לא,לא,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201S1106267,מגרש חול קבוע לכדורעף או לקטרגל או לכדוריד חופים,מיתחמי כדורעף חופים,חוף ירושלים,הרברט סמואל,,177920,664600,3,תל אביב-יפו,עיריית תל אביב,037240342,,,פתוח ללא הגבלה,לא,לא,לא,כן,תקין ופעיל,"תקני במידות אך ללא שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201G1101767,אולם ספורט קטן – 20x10 מ',"ביה""ס כפיר",,הרב אלנקווה,13,181350,661700,,תל אביב-יפו,עיריית תל אביב,6310514,,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2012,בית ספר כפיר
תל אביב-יפו,,201R1104065,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 26x14 ביה""ס כפיר",,הרב אלנקווה,13,181340,661700,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר כפיר
תל אביב-יפו,,201G1101783,אולם ספורט קטן – 20x10 מ',"ביה""ס מצדה",,הר נבו,6,179540,666290,,תל אביב-יפו,עיריית תל אביב,7937010,,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2017,בית ספר מצדה
תל אביב-יפו,,201R1104026,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 16X16 ביה""ס מצדה",,הר נבו,6,179540,666290,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר מצדה
תל אביב-יפו,,201G2101822,אולם ספורט קטן – 15x24 מ',"ביה""ס צבי שפירא",,הצבי,5,182220,662680,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,240,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,1979,בית ספר צבי שפירא
תל אביב-יפו,,201R1104084,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 28X15ביה""ס צבי שפירא",,הצבי,5,182220,662690,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר צבי שפירא
תל אביב-יפו,,201R1107300,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),נמל יפו,,העליה השניה,,176550,662240,,תל אביב-יפו,עיריית תל אביב,035640100,,,בתיאום בלבד,כן,לא,כן,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201G1101811,אולם ספורט קטן – 20x10 מ',"ביה""ס רוגוזין",,העליה,49,178700,662610,,תל אביב-יפו,עיריית תל אביב,6883802,,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2012,בית ספר רוגוזין
תל אביב-יפו,,201R1104066,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 26x15 ביה""ס רוגוזין",,העליה,49,178710,662600,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר רוגוזין
תל אביב-יפו,,201A1103191,מכון לכושר גופני,יורוקום,,הנחושת,4,184970,668530,,,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201R1104074,אחר: מתקן ספורט (לציין בשם המתקן את סוג המתקן),"מגרש כדור סל וקט רגל 26x15 ביה""ס שבח",,המסגר,7,179790,663110,2,,עיריית תל אביב,03-7253834,mandlawy_m@mail.tel-aviv.gov.il,,בתיאום בלבד,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,בית ספר שבח
תל אביב-יפו,,201G1101820,אולם ספורט קטן – 20x10 מ',"ביה""ס שבח",,המסגר,7,179740,663110,,תל אביב-יפו,עיריית תל אביב,6883131,,,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,2007,בית ספר שבח
תל אביב-יפו,,201A1101678,מכון לכושר גופני,"בי""ס שבח",,המסגר,7,179790,663120,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
תל אביב-יפו,,201B2102603,מגרש ספורט משולב – 43X32 מ',גן מאיר,,המלך ג'ורג',33,178730,664480,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201G3106775,אולם ספורט בינוני – 32x19 מ',מרכז קהילתי לב תל אביב,,המלאכה,16,178750,663860,,תל אביב-יפו,עיריית תל אביב,,,350,בתיאום בלבד,כן,כן,לא,כן,תקין ופעיל,"תקני וכולל שירותים, מקלחות וחדר שופטים",אינו משמש לתחרויות רשמיות,1998,
תל אביב-יפו,,201B2102615,מגרש ספורט משולב – 43X32 מ',גן סדנת האמנים,,המחוגה,5,177970,662720,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201B2107583,מגרש ספורט משולב – 43X32 מ',פארק הלר,,הלר,1,177010,660410,,תל אביב-יפו,עיריית תל אביב,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,פתוח ללא הגבלה,כן,כן,כן,כן,תקין ופעיל,המתקן אינו עומד במידות התקניות לתחרויות,אינו משמש לתחרויות רשמיות,,
תל אביב-יפו,,201A1106381,מכון לכושר גופני,מלון הילטון,,הירקון (גן עצמאות),רלטון,178510,666320,,,פרטי,03-7253828,mandlawy_m@mail.tel-aviv.gov.il,,כניסה בתשלום במקום,לא,כן,לא,כן,תקין ופעיל,,,,
